Scn1,Sc2,Sc3,sc4
0.11,0.11,0.11,0.11
14.42,14.42,14.42,14.42
12.74,12.74,12.74,12.74
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2.39,2.39,2.39,2.39
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
5.71,5.71,5.71,5.71
5.26,5.26,5.26,5.26
12.74,12.74,12.74,12.74
2.98,2.98,2.98,2.98
2.65,2.65,2.65,2.65
2.19,2.19,2.19,2.19
-99,-99,-99,-99
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2.66,2.66,2.66,2.66
1.17,1.17,1.17,1.17
2.26,2.26,2.26,2.26
0,0,0,0
0,0,0,0
0.25,0.25,0.25,0.25
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.1,0.1,0.1,0.1
2.8,2.8,2.8,2.8
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
5.03,5.03,5.03,5.03
0,0,0,0
0,0,0,0
11.91,11.91,11.91,11.91
8.85,8.85,8.85,8.85
0,0,0,0
0,0,0,0
0,0,0,0
1.88,1.88,1.88,1.88
7.72,7.72,7.72,7.72
14.79,14.79,14.79,14.79
9.5,9.5,9.5,9.5
16.63,16.63,16.63,16.63
13.12,13.12,13.12,13.12
10.09,10.09,10.09,10.09
3.7,3.7,3.7,3.7
6.16,6.16,6.16,6.16
0,0,0,0
0,0,0,0
0,0,0,0
5.18,5.18,5.18,5.18
0,0,0,0
10.34,10.34,10.34,10.34
0.19,0.19,0.19,0.19
0.56,0.56,0.56,0.56
10.7,10.7,10.7,10.7
8.95,8.95,8.95,8.95
2.58,2.58,2.58,2.58
4.82,4.82,4.82,4.82
3.73,3.73,3.73,3.73
11.35,11.35,11.35,11.35
0.1,0.1,0.1,0.1
0,0,0,0
2.12,2.12,2.12,2.12
19.5,19.5,19.5,19.5
19.38,19.38,19.38,19.38
21.54,21.54,21.54,21.54
6.26,6.26,6.26,6.26
1.27,1.27,1.27,1.27
3.58,3.58,3.58,3.58
0.2,0.2,0.2,0.2
0,0,0,0
0,0,0,0
2.26,2.26,2.26,2.26
0.41,0.41,0.41,0.41
1.84,1.84,1.84,1.84
0,0,0,0
0,0,0,0
7.44,7.44,7.44,7.44
5.02,5.02,5.02,5.02
0.54,0.54,0.54,0.54
-99,-99,-99,-99
3.18,3.18,3.18,3.18
5.74,5.74,5.74,5.74
12.76,12.76,12.76,12.76
26.85,26.85,26.85,26.85
1.95,1.95,1.95,1.95
17.73,17.73,17.73,17.73
24.48,24.48,24.48,24.48
3.24,3.24,3.24,3.24
1.72,1.72,1.72,1.72
0,0,0,0
3.01,3.01,3.01,3.01
9.62,9.62,9.62,9.62
0,0,0,0
0.11,0.11,0.11,0.11
0,0,0,0
0,0,0,0
0.42,0.42,0.42,0.42
1.6,1.6,1.6,1.6
7.1,7.1,7.1,7.1
11.84,11.84,11.84,11.84
1.24,1.24,1.24,1.24
7.08,7.08,7.08,7.08
0,0,0,0
0.49,0.49,0.49,0.49
0,0,0,0
0,0,0,0
0,0,0,0
1.84,1.84,1.84,1.84
11.2,11.2,11.2,11.2
5.27,5.27,5.27,5.27
1.01,1.01,1.01,1.01
15.05,15.05,15.05,15.05
3.47,3.47,3.47,3.47
3.16,3.16,3.16,3.16
6.38,6.38,6.38,6.38
10.83,10.83,10.83,10.83
15.33,15.33,15.33,15.33
10.5,10.5,10.5,10.5
10.51,10.51,10.51,10.51
1.28,1.28,1.28,1.28
15.96,15.96,15.96,15.96
16.55,16.55,16.55,16.55
15.73,15.73,15.73,15.73
21.1,21.1,21.1,21.1
25.6,25.6,25.6,25.6
0.1,0.1,0.1,0.1
0,0,0,0
9.53,9.53,9.53,9.53
4.37,4.37,4.37,4.37
0.13,0.13,0.13,0.13
0,0,0,0
0,0,0,0
1.64,1.64,1.64,1.64
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.5,0.5,0.5,0.5
0,0,0,0
0,0,0,0
1.6,1.6,1.6,1.6
1.32,1.32,1.32,1.32
0.35,0.35,0.35,0.35
3.93,3.93,3.93,3.93
0,0,0,0
0.31,0.31,0.31,0.31
0,0,0,0
7.77,7.77,7.77,7.77
4.21,4.21,4.21,4.21
3.7,3.7,3.7,3.7
8.64,8.64,8.64,8.64
2.16,2.16,2.16,2.16
6.76,6.76,6.76,6.76
4.46,4.46,4.46,4.46
0.8,0.8,0.8,0.8
0.2,0.2,0.2,0.2
0,0,0,0
1.24,1.24,1.24,1.24
0.1,0.1,0.1,0.1
0,0,0,0
0,0,0,0
1.1,1.1,1.1,1.1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-99,-99,-99,-99
0,0,0,0
1.77,1.77,1.77,1.77
28.96,28.96,28.96,28.96
0,0,0,0
6.3,6.3,6.3,6.3
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
5.29,5.29,5.29,5.29
8.34,8.34,8.34,8.34
2.2,2.2,2.2,2.2
0,0,0,0
3.27,3.27,3.27,3.27
0.3,0.3,0.3,0.3
0.24,0.24,0.24,0.24
0,0,0,0
4.92,4.92,4.92,4.92
0,0,0,0
1.57,1.57,1.57,1.57
10.35,10.35,10.35,10.35
2.93,2.93,2.93,2.93
14.01,14.01,14.01,14.01
4.42,4.42,4.42,4.42
1.56,1.56,1.56,1.56
0,0,0,0
0,0,0,0
0,0,0,0
0.54,0.54,0.54,0.54
0,0,0,0
0.86,0.86,0.86,0.86
0.13,0.13,0.13,0.13
6.71,6.71,6.71,6.71
1.57,1.57,1.57,1.57
0.8,0.8,0.8,0.8
3.82,3.82,3.82,3.82
7.71,7.71,7.71,7.71
13.29,13.29,13.29,13.29
23.34,23.34,23.34,23.34
16.07,16.07,16.07,16.07
4.85,4.85,4.85,4.85
3.44,3.44,3.44,3.44
0.96,0.96,0.96,0.96
8.1,8.1,8.1,8.1
0,0,0,0
0,0,0,0
2.64,2.64,2.64,2.64
2.85,2.85,2.85,2.85
13.18,13.18,13.18,13.18
2.34,2.34,2.34,2.34
0,0,0,0
12.06,12.06,12.06,12.06
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
7.44,7.44,7.44,7.44
32.42,32.42,32.42,32.42
26.44,26.44,26.44,26.44
29.99,29.99,29.99,29.99
0,0,0,0
4.46,4.46,4.46,4.46
18.48,18.48,18.48,18.48
0,0,0,0
0,0,0,0
0,0,0,0
7.74,7.74,7.74,7.74
15.33,15.33,15.33,15.33
0,0,0,0
0.2,0.2,0.2,0.2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3.95,3.95,3.95,3.95
7.96,7.96,7.96,7.96
0,0,0,0
0,0,0,0
1.04,1.04,1.04,1.04
-99,-99,-99,-99
0,0,0,0
0,0,0,0
2.63,2.63,2.63,2.63
8.24,8.24,8.24,8.24
0,0,0,0
0,0,0,0
0,0,0,0
1.42,1.42,1.42,1.42
0.17,0.17,0.17,0.17
0,0,0,0
0,0,0,0
10.47,10.47,10.47,10.47
5.87,5.87,5.87,5.87
0,0,0,0
2.63,2.63,2.63,2.63
2.84,2.84,2.84,2.84
16.38,16.38,16.38,16.38
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
9.37,9.37,9.37,9.37
10.95,10.95,10.95,10.95
5.91,5.91,5.91,5.91
27.23,27.23,27.23,27.23
33.01,33.01,33.01,33.01
11.52,11.52,11.52,11.52
0,0,0,0
1.91,1.91,1.91,1.91
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.52,0.52,0.52,0.52
0,0,0,0
4.94,4.94,4.94,4.94
0,0,0,0
0,0,0,0
16.3,16.3,16.3,16.3
3.41,3.41,3.41,3.41
0,0,0,0
0,0,0,0
0,0,0,0
4.36,4.36,4.36,4.36
5.59,5.59,5.59,5.59
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-99,-99,-99,-99
0,0,0,0
0.17,0.17,0.17,0.17
0,0,0,0
0,0,0,0
0,0,0,0
0.45,0.45,0.45,0.45
0,0,0,0
23.72,23.72,23.72,23.72
25.74,25.74,25.74,25.74
27.53,27.53,27.53,27.53
8.31,8.31,8.31,8.31
0.52,0.52,0.52,0.52
1.54,1.54,1.54,1.54
0,0,0,0
0,0,0,0
0,0,0,0
0.31,0.31,0.31,0.31
0.39,0.39,0.39,0.39
0,0,0,0
0,0,0,0
0,0,0,0
0.99,0.99,0.99,0.99
0.13,0.13,0.13,0.13
0,0,0,0
0.84,0.84,0.84,0.84
5.93,5.93,5.93,5.93
16.41,16.41,16.41,16.41
6.14,6.14,6.14,6.14
0.47,0.47,0.47,0.47
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1.53,1.53,1.53,1.53
1.47,1.47,1.47,1.47
0,0,0,0
0,0,0,0
1.54,1.54,1.54,1.54
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1.39,1.39,1.39,1.39
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1.25,1.25,1.25,1.25
0.76,0.76,0.76,0.76
0.89,0.89,0.89,0.89
1.21,1.21,1.21,1.21
0.8,0.8,0.8,0.8
5.12,5.12,5.12,5.12
18.31,18.31,18.31,18.31
1.07,1.07,1.07,1.07
8.92,8.92,8.92,8.92
1.91,1.91,1.91,1.91
14.24,14.24,14.24,14.24
2.88,2.88,2.88,2.88
0,0,0,0
0,0,0,0
-99,-99,-99,-99
12.17,12.17,12.17,12.17
2.37,2.37,2.37,2.37
5.43,5.43,5.43,5.43
1.49,1.49,1.49,1.49
9.99,9.99,9.99,9.99
3.49,3.49,3.49,3.49
0.67,0.67,0.67,0.67
5.24,5.24,5.24,5.24
0.91,0.91,0.91,0.91
15.73,15.73,15.73,15.73
7.32,7.32,7.32,7.32
0,0,0,0
0,0,0,0
2.14,2.14,2.14,2.14
13.24,13.24,13.24,13.24
9.39,9.39,9.39,9.39
0.31,0.31,0.31,0.31
6.26,6.26,6.26,6.26
0,0,0,0
1.47,1.47,1.47,1.47
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2.02,2.02,2.02,2.02
1.65,1.65,1.65,1.65
0,0,0,0
0,0,0,0
0,0,0,0
-99,-99,-99,-99
0,0,0,0
0,0,0,0
2.65,2.65,2.65,2.65
4.26,4.26,4.26,4.26
0,0,0,0
0,0,0,0
0,0,0,0
5.87,5.87,5.87,5.87
0,0,0,0
2.22,2.22,2.22,2.22
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.1,0.1,0.1,0.1
0,0,0,0
7.95,7.95,7.95,7.95
14.82,14.82,14.82,14.82
0.25,0.25,0.25,0.25
0,0,0,0
5.99,5.99,5.99,5.99
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
11.49,11.49,11.49,11.49
21.76,21.76,21.76,21.76
0,0,0,0
-99,-99,-99,-99
0,0,0,0
2.74,2.74,2.74,2.74
2.34,2.34,2.34,2.34
7.89,7.89,7.89,7.89
3.16,3.16,3.16,3.16
4.43,4.43,4.43,4.43
6.06,6.06,6.06,6.06
13.7,13.7,13.7,13.7
3.96,3.96,3.96,3.96
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.72,0.72,0.72,0.72
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.1,0.1,0.1,0.1
0.9,0.9,0.9,0.9
16.16,16.16,16.16,16.16
0.15,0.15,0.15,0.15
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1.02,1.02,1.02,1.02
3.95,3.95,3.95,3.95
0.15,0.15,0.15,0.15
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
5.86,5.86,5.86,5.86
2.97,2.97,2.97,2.97
5.47,5.47,5.47,5.47
0,0,0,0
1.33,1.33,1.33,1.33
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
13.31,13.31,13.31,13.31
7.08,7.08,7.08,7.08
0.67,0.67,0.67,0.67
0,0,0,0
3.62,3.62,3.62,3.62
0.1,0.1,0.1,0.1
4.18,4.18,4.18,4.18
3.08,3.08,3.08,3.08
4.6,4.6,4.6,4.6
0.1,0.1,0.1,0.1
16.85,16.85,16.85,16.85
5.14,5.14,5.14,5.14
4.85,4.85,4.85,4.85
0,0,0,0
0.1,0.1,0.1,0.1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.77,0.77,0.77,0.77
1.71,1.71,1.71,1.71
4.94,4.94,4.94,4.94
2.21,2.21,2.21,2.21
10.36,10.36,10.36,10.36
0.44,0.44,0.44,0.44
6.67,6.67,6.67,6.67
26.71,26.71,26.71,26.71
2.61,2.61,2.61,2.61
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
15.88,15.88,15.88,15.88
12.59,12.59,12.59,12.59
9.15,9.15,9.15,9.15
17.24,17.24,17.24,17.24
18.29,18.29,18.29,18.29
17.29,17.29,17.29,17.29
23.4,23.4,23.4,23.4
9.13,9.13,9.13,9.13
5.14,5.14,5.14,5.14
10.46,10.46,10.46,10.46
21.25,21.25,21.25,21.25
0,0,0,0
0,0,0,0
1.29,1.29,1.29,1.29
5.17,5.17,5.17,5.17
10.94,10.94,10.94,10.94
13.06,13.06,13.06,13.06
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
5.73,5.73,5.73,5.73
1.45,1.45,1.45,1.45
16.55,16.55,16.55,16.55
11.17,11.17,11.17,11.17
17.14,17.14,17.14,17.14
20.3,20.3,20.3,20.3
12.49,12.49,12.49,12.49
-99,-99,-99,-99
13.16,13.16,13.16,13.16
0,0,0,0
5.37,5.37,5.37,5.37
21.49,21.49,21.49,21.49
2.62,2.62,2.62,2.62
18.99,18.99,18.99,18.99
25.86,25.86,25.86,25.86
58.09,58.09,58.09,58.09
25.31,25.31,25.31,25.31
27.32,27.32,27.32,27.32
0,0,0,0
0,0,0,0
5.99,5.99,5.99,5.99
0,0,0,0
8.79,8.79,8.79,8.79
-99,-99,-99,-99
25.68,25.68,25.68,25.68
2.44,2.44,2.44,2.44
1.21,1.21,1.21,1.21
8.3,8.3,8.3,8.3
2.18,2.18,2.18,2.18
0,0,0,0
0,0,0,0
0,0,0,0
21.94,21.94,21.94,21.94
1.1,1.1,1.1,1.1
1.58,1.58,1.58,1.58
3.8,3.8,3.8,3.8
6.07,6.07,6.07,6.07
0.2,0.2,0.2,0.2
7.77,7.77,7.77,7.77
0,0,0,0
0.54,0.54,0.54,0.54
4.18,4.18,4.18,4.18
6.19,6.19,6.19,6.19
2.83,2.83,2.83,2.83
22.11,22.11,22.11,22.11
7.31,7.31,7.31,7.31
9.17,9.17,9.17,9.17
0,0,0,0
0.1,0.1,0.1,0.1
0.12,0.12,0.12,0.12
11.07,11.07,11.07,11.07
0,0,0,0
0,0,0,0
0.2,0.2,0.2,0.2
0.6,0.6,0.6,0.6
34.54,34.54,34.54,34.54
0,0,0,0
1.05,1.05,1.05,1.05
16.4,16.4,16.4,16.4
5.33,5.33,5.33,5.33
6.09,6.09,6.09,6.09
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.21,0.21,0.21,0.21
0.97,0.97,0.97,0.97
0.56,0.56,0.56,0.56
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
11.54,11.54,11.54,11.54
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.1,0.1,0.1,0.1
2.71,2.71,2.71,2.71
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.75,0.75,0.75,0.75
0,0,0,0
-99,-99,-99,-99
3.35,3.35,3.35,3.35
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
17.12,17.12,17.12,17.12
3.47,3.47,3.47,3.47
0.1,0.1,0.1,0.1
0,0,0,0
0,0,0,0
6.72,6.72,6.72,6.72
0,0,0,0
0,0,0,0
4.31,4.31,4.31,4.31
16.8,16.8,16.8,16.8
26.5,26.5,26.5,26.5
4.83,4.83,4.83,4.83
0,0,0,0
0,0,0,0
1.77,1.77,1.77,1.77
0.34,0.34,0.34,0.34
13.38,13.38,13.38,13.38
0.72,0.72,0.72,0.72
0.29,0.29,0.29,0.29
13.09,13.09,13.09,13.09
1.17,1.17,1.17,1.17
0,0,0,0
2.37,2.37,2.37,2.37
0.13,0.13,0.13,0.13
0,0,0,0
0,0,0,0
0,0,0,0
19.76,19.76,19.76,19.76
2.93,2.93,2.93,2.93
19.19,19.19,19.19,19.19
38.89,38.89,38.89,38.89
11.36,11.36,11.36,11.36
1.85,1.85,1.85,1.85
2.09,2.09,2.09,2.09
0.21,0.21,0.21,0.21
1.32,1.32,1.32,1.32
0.33,0.33,0.33,0.33
0,0,0,0
0.37,0.37,0.37,0.37
5.11,5.11,5.11,5.11
0,0,0,0
0,0,0,0
0,0,0,0
-99,-99,-99,-99
0,0,0,0
0,0,0,0
4.23,4.23,4.23,4.23
9.42,9.42,9.42,9.42
0.67,0.67,0.67,0.67
0,0,0,0
0,0,0,0
2.16,2.16,2.16,2.16
0,0,0,0
7.52,7.52,7.52,7.52
11.83,11.83,11.83,11.83
0,0,0,0
0,0,0,0
0,0,0,0
0.55,0.55,0.55,0.55
0,0,0,0
10.58,10.58,10.58,10.58
0,0,0,0
8.25,8.25,8.25,8.25
0.85,0.85,0.85,0.85
0.64,0.64,0.64,0.64
0.16,0.16,0.16,0.16
0.16,0.16,0.16,0.16
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.14,0.14,0.14,0.14
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.68,0.68,0.68,0.68
0.44,0.44,0.44,0.44
9.98,9.98,9.98,9.98
1.5,1.5,1.5,1.5
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1.28,1.28,1.28,1.28
10.95,10.95,10.95,10.95
20.09,20.09,20.09,20.09
9.61,9.61,9.61,9.61
2.79,2.79,2.79,2.79
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
9.14,9.14,9.14,9.14
5.57,5.57,5.57,5.57
0,0,0,0
0,0,0,0
0,0,0,0
-99,-99,-99,-99
0,0,0,0
0.8,0.8,0.8,0.8
11.28,11.28,11.28,11.28
12.84,12.84,12.84,12.84
18.29,18.29,18.29,18.29
1.26,1.26,1.26,1.26
0,0,0,0
0.93,0.93,0.93,0.93
2.12,2.12,2.12,2.12
2.64,2.64,2.64,2.64
0.15,0.15,0.15,0.15
1.97,1.97,1.97,1.97
1.29,1.29,1.29,1.29
1.77,1.77,1.77,1.77
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3.91,3.91,3.91,3.91
0,0,0,0
0,0,0,0
1.23,1.23,1.23,1.23
0,0,0,0
0,0,0,0
0.27,0.27,0.27,0.27
0.57,0.57,0.57,0.57
3.32,3.32,3.32,3.32
8.01,8.01,8.01,8.01
3.34,3.34,3.34,3.34
3.17,3.17,3.17,3.17
17.12,17.12,17.12,17.12
0,0,0,0
0.84,0.84,0.84,0.84
0,0,0,0
0,0,0,0
6.9,6.9,6.9,6.9
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3.75,3.75,3.75,3.75
0,0,0,0
2.89,2.89,2.89,2.89
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2.03,2.03,2.03,2.03
0,0,0,0
0,0,0,0
-99,-99,-99,-99
0,0,0,0
0,0,0,0
0,0,0,0
9.7,9.7,9.7,9.7
4.47,4.47,4.47,4.47
8.65,8.65,8.65,8.65
0.9,0.9,0.9,0.9
0.41,0.41,0.41,0.41
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3.97,3.97,3.97,3.97
1.24,1.24,1.24,1.24
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
24.44,24.44,24.44,24.44
13.11,13.11,13.11,13.11
1.83,1.83,1.83,1.83
5.2,5.2,5.2,5.2
0,0,0,0
11.81,11.81,11.81,11.81
1.69,1.69,1.69,1.69
0,0,0,0
11.79,11.79,11.79,11.79
3.47,3.47,3.47,3.47
8.82,8.82,8.82,8.82
12,12,12,12
1.3,1.3,1.3,1.3
3.38,3.38,3.38,3.38
5.56,5.56,5.56,5.56
21.93,21.93,21.93,21.93
17.09,17.09,17.09,17.09
0.15,0.15,0.15,0.15
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.17,0.17,0.17,0.17
0,0,0,0
0,0,0,0
1.8,1.8,1.8,1.8
39.83,39.83,39.83,39.83
12.77,12.77,12.77,12.77
4,4,4,4
3.67,3.67,3.67,3.67
0,0,0,0
4.87,4.87,4.87,4.87
27.61,27.61,27.61,27.61
-99,-99,-99,-99
7.53,7.53,7.53,7.53
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
6.29,6.29,6.29,6.29
0,0,0,0
8.63,8.63,8.63,8.63
0,0,0,0
11.68,11.68,11.68,11.68
20.43,20.43,20.43,20.43
23.77,23.77,23.77,23.77
3.57,3.57,3.57,3.57
9.71,9.71,9.71,9.71
24.35,24.35,24.35,24.35
6.69,6.69,6.69,6.69
0.1,0.1,0.1,0.1
3.47,3.47,3.47,3.47
2.92,2.92,2.92,2.92
0.36,0.36,0.36,0.36
16.39,16.39,16.39,16.39
0,0,0,0
22.91,22.91,22.91,22.91
43.61,43.61,43.61,43.61
6.43,6.43,6.43,6.43
4.11,4.11,4.11,4.11
1.62,1.62,1.62,1.62
0,0,0,0
8.33,8.33,8.33,8.33
3.4,3.4,3.4,3.4
0.37,0.37,0.37,0.37
4.83,4.83,4.83,4.83
8.36,8.36,8.36,8.36
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
8.46,8.46,8.46,8.46
0,0,0,0
5.46,5.46,5.46,5.46
4.63,4.63,4.63,4.63
0,0,0,0
0,0,0,0
4.56,4.56,4.56,4.56
0,0,0,0
4.16,4.16,4.16,4.16
2.76,2.76,2.76,2.76
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
6.19,6.19,6.19,6.19
0.34,0.34,0.34,0.34
4.97,4.97,4.97,4.97
27.56,27.56,27.56,27.56
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2.98,2.98,2.98,2.98
0,0,0,0
0,0,0,0
0,0,0,0
1.8,1.8,1.8,1.8
17.23,17.23,17.23,17.23
3.85,3.85,3.85,3.85
16.63,16.63,16.63,16.63
0,0,0,0
13.16,13.16,13.16,13.16
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1.53,1.53,1.53,1.53
9.57,9.57,9.57,9.57
10.55,10.55,10.55,10.55
0,0,0,0
0,0,0,0
0,0,0,0
1.28,1.28,1.28,1.28
27.37,27.37,27.37,27.37
2.8,2.8,2.8,2.8
0.49,0.49,0.49,0.49
3.43,3.43,3.43,3.43
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
29.44,29.44,29.44,29.44
10.98,10.98,10.98,10.98
3.37,3.37,3.37,3.37
0,0,0,0
-99,-99,-99,-99
0,0,0,0
0,0,0,0
3.29,3.29,3.29,3.29
2.89,2.89,2.89,2.89
0.16,0.16,0.16,0.16
0.56,0.56,0.56,0.56
19.72,19.72,19.72,19.72
0,0,0,0
23.91,23.91,23.91,23.91
0.38,0.38,0.38,0.38
0.88,0.88,0.88,0.88
1.53,1.53,1.53,1.53
15.31,15.31,15.31,15.31
0.3,0.3,0.3,0.3
0,0,0,0
0,0,0,0
0,0,0,0
5.5,5.5,5.5,5.5
0.23,0.23,0.23,0.23
17.11,17.11,17.11,17.11
0,0,0,0
32.8,32.8,32.8,32.8
10.42,10.42,10.42,10.42
0,0,0,0
0.78,0.78,0.78,0.78
0,0,0,0
6.38,6.38,6.38,6.38
1.18,1.18,1.18,1.18
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
4.65,4.65,4.65,4.65
3.1,3.1,3.1,3.1
26.13,26.13,26.13,26.13
16.57,16.57,16.57,16.57
0,0,0,0
0,0,0,0
0,0,0,0
5.38,5.38,5.38,5.38
19.49,19.49,19.49,19.49
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2.09,2.09,2.09,2.09
0,0,0,0
16.41,16.41,16.41,16.41
4.03,4.03,4.03,4.03
0,0,0,0
7.99,7.99,7.99,7.99
8.43,8.43,8.43,8.43
1.5,1.5,1.5,1.5
24.3,24.3,24.3,24.3
6.75,6.75,6.75,6.75
0,0,0,0
5.94,5.94,5.94,5.94
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.31,0.31,0.31,0.31
0,0,0,0
0,0,0,0
0,0,0,0
2.95,2.95,2.95,2.95
1.97,1.97,1.97,1.97
0.61,0.61,0.61,0.61
8.68,8.68,8.68,8.68
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-99,-99,-99,-99
0,0,0,0
0,0,0,0
0,0,0,0
0.24,0.24,0.24,0.24
11.82,11.82,11.82,11.82
3.24,3.24,3.24,3.24
0,0,0,0
0,0,0,0
0,0,0,0
3.88,3.88,3.88,3.88
1.04,1.04,1.04,1.04
