Season,isOverSnow_CLMCOM-CCLM4-ECEARTH-EUR11-RCP45-pcp,isOverSnow_CLMCOM-CCLM4-ECEARTH-EUR11-RCP85-pcp,isOverSnow_CLMCOM-CCLM4-HADGEM-EUR11-RCP45-pcp,isOverSnow_CLMCOM-CCLM4-HADGEM-EUR11-RCP85-pcp,isOverSnow_CLMCOM-CCLM4-HADGEM-EUR44-RCP85-pcp,isOverSnow_CLMCOM-CCLM4-MPIESM-EUR11-RCP45-pcp,isOverSnow_CLMCOM-CCLM4-MPIESM-EUR11-RCP85-pcp,isOverSnow_CLMCOM-CCLM4-MPIESM-EUR44-RCP45-pcp,isOverSnow_CLMCOM-CCLM4-MPIESM-EUR44-RCP85-pcp,isOverSnow_CLMCOM-CCLM5-ECEARTH-EUR44-RCP85-pcp,isOverSnow_CLMCOM-CCLM5-HADGEM-EUR44-RCP85-pcp,isOverSnow_CLMCOM-CCLM5-MIROC-EUR44-RCP85-pcp,isOverSnow_CLMCOM-CCLM5-MPIESM-EUR44-RCP85-pcp,isOverSnow_DMI-HIRHAM-ECEARTH-EUR11-RCP26-pcp,isOverSnow_DMI-HIRHAM-ECEARTH-EUR11-RCP45-pcp,isOverSnow_DMI-HIRHAM-ECEARTH-EUR11-RCP85-pcp,isOverSnow_DMI-HIRHAM-ECEARTH-EUR44-RCP45-pcp,isOverSnow_DMI-HIRHAM-ECEARTH-EUR44-RCP85-pcp,isOverSnow_ICTP-REGCM-HADGEM-EUR44-RCP85-pcp,isOverSnow_KNMI-RACMO-ECEARTH-EUR44-RCP45-pcp,isOverSnow_KNMI-RACMO-ECEARTH-EUR44-RCP85-pcp,isOverSnow_KNMI-RACMO-HADGEM-EUR44-RCP26-pcp,isOverSnow_KNMI-RACMO-HADGEM-EUR44-RCP45-pcp,isOverSnow_KNMI-RACMO-HADGEM-EUR44-RCP85-pcp,isOverSnow_MPICSC-REMO1-MPIESM-EUR11-RCP26-pcp,isOverSnow_MPICSC-REMO1-MPIESM-EUR11-RCP45-pcp,isOverSnow_MPICSC-REMO1-MPIESM-EUR11-RCP85-pcp,isOverSnow_MPICSC-REMO1-MPIESM-EUR44-RCP26-pcp,isOverSnow_MPICSC-REMO1-MPIESM-EUR44-RCP45-pcp,isOverSnow_MPICSC-REMO1-MPIESM-EUR44-RCP85-pcp,isOverSnow_MPICSC-REMO2-MPIESM-EUR11-RCP26-pcp,isOverSnow_MPICSC-REMO2-MPIESM-EUR11-RCP45-pcp,isOverSnow_MPICSC-REMO2-MPIESM-EUR11-RCP85-pcp,isOverSnow_MPICSC-REMO2-MPIESM-EUR44-RCP26-pcp,isOverSnow_MPICSC-REMO2-MPIESM-EUR44-RCP45-pcp,isOverSnow_MPICSC-REMO2-MPIESM-EUR44-RCP85-pcp,isOverSnow_SMHI-RCA-CCCMA-EUR44-RCP45-pcp,isOverSnow_SMHI-RCA-CCCMA-EUR44-RCP85-pcp,isOverSnow_SMHI-RCA-CSIRO-EUR44-RCP45-pcp,isOverSnow_SMHI-RCA-CSIRO-EUR44-RCP85-pcp,isOverSnow_SMHI-RCA-ECEARTH-EUR11-RCP26-pcp,isOverSnow_SMHI-RCA-ECEARTH-EUR11-RCP45-pcp,isOverSnow_SMHI-RCA-ECEARTH-EUR11-RCP85-pcp,isOverSnow_SMHI-RCA-ECEARTH-EUR44-RCP26-pcp,isOverSnow_SMHI-RCA-ECEARTH-EUR44-RCP45-pcp,isOverSnow_SMHI-RCA-ECEARTH-EUR44-RCP85-pcp,isOverSnow_SMHI-RCA-GFDL-EUR44-RCP45-pcp,isOverSnow_SMHI-RCA-GFDL-EUR44-RCP85-pcp,isOverSnow_SMHI-RCA-HADGEM-EUR11-RCP45-pcp,isOverSnow_SMHI-RCA-HADGEM-EUR11-RCP85-pcp,isOverSnow_SMHI-RCA-HADGEM-EUR44-RCP26-pcp,isOverSnow_SMHI-RCA-HADGEM-EUR44-RCP45-pcp,isOverSnow_SMHI-RCA-HADGEM-EUR44-RCP85-pcp,isOverSnow_SMHI-RCA-IPSL-EUR11-RCP45-pcp,isOverSnow_SMHI-RCA-IPSL-EUR11-RCP85-pcp,isOverSnow_SMHI-RCA-IPSL-EUR44-RCP45-pcp,isOverSnow_SMHI-RCA-IPSL-EUR44-RCP85-pcp,isOverSnow_SMHI-RCA-MIROC-EUR44-RCP26-pcp,isOverSnow_SMHI-RCA-MIROC-EUR44-RCP45-pcp,isOverSnow_SMHI-RCA-MIROC-EUR44-RCP85-pcp,isOverSnow_SMHI-RCA-MPIESM-EUR11-RCP45-pcp,isOverSnow_SMHI-RCA-MPIESM-EUR11-RCP85-pcp,isOverSnow_SMHI-RCA-MPIESM-EUR44-RCP26-pcp,isOverSnow_SMHI-RCA-MPIESM-EUR44-RCP45-pcp,isOverSnow_SMHI-RCA-MPIESM-EUR44-RCP85-pcp,isOverSnow_SMHI-RCA-NORESM-EUR44-RCP26-pcp,isOverSnow_SMHI-RCA-NORESM-EUR44-RCP45-pcp,isOverSnow_SMHI-RCA-NORESM-EUR44-RCP85-pcp
1981-1982,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,44.0,54.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,92.0,93.0,59.0,30.0,59.0,33.0,36.0,34.0,0.0,9.0,0.0,37.0,32.0,36.0,29.0,13.0,23.0,68.0,68.0,0.0,0.0,0.0,0.0,0.0,33.0,31.0,34.0,0.0,0.0,0.0,0.0,29.0,13.0,25.0,76.0,78.0,48.0,50.0,77.0,77.0,77.0,9.0,9.0,0.0,0.0,0.0,82.0,68.0,74.0
1982-1983,109.0,109.0,107.0,107.0,98.0,47.0,47.0,18.0,18.0,88.0,110.0,22.0,44.0,134.0,134.0,134.0,99.0,99.0,131.0,64.0,64.0,116.0,113.0,115.0,63.0,63.0,63.0,29.0,35.0,26.0,103.0,99.0,103.0,0.0,0.0,0.0,22.0,25.0,47.0,46.0,110.0,110.0,110.0,110.0,110.0,111.0,79.0,79.0,150.0,147.0,120.0,114.0,116.0,45.0,40.0,29.0,28.0,0.0,0.0,0.0,50.0,50.0,64.0,65.0,65.0,0.0,0.0,0.0
1983-1984,32.0,31.0,62.0,61.0,73.0,65.0,66.0,121.0,121.0,20.0,78.0,46.0,91.0,45.0,44.0,44.0,80.0,80.0,79.0,102.0,103.0,84.0,79.0,79.0,146.0,146.0,146.0,123.0,134.0,134.0,47.0,43.0,47.0,0.0,0.0,0.0,91.0,91.0,123.0,123.0,89.0,91.0,91.0,16.0,16.0,19.0,0.0,0.0,83.0,83.0,73.0,73.0,73.0,0.0,0.0,0.0,0.0,106.0,112.0,112.0,90.0,91.0,130.0,136.0,137.0,40.0,33.0,32.0
1984-1985,137.0,137.0,0.0,0.0,20.0,78.0,78.0,0.0,0.0,141.0,25.0,102.0,33.0,106.0,106.0,106.0,27.0,14.0,40.0,7.0,13.0,57.0,54.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,72.0,75.0,60.0,40.0,51.0,105.0,105.0,6.0,12.0,71.0,74.0,71.0,16.0,17.0,18.0,68.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,56.0,59.0,30.0,32.0,47.0,37.0,27.0,0.0,0.0,0.0,70.0,70.0,70.0
1985-1986,0.0,0.0,98.0,97.0,118.0,4.0,4.0,45.0,45.0,0.0,103.0,76.0,52.0,108.0,98.0,108.0,92.0,91.0,107.0,77.0,80.0,115.0,107.0,109.0,93.0,93.0,93.0,92.0,92.0,92.0,87.0,84.0,84.0,83.0,81.0,83.0,0.0,0.0,124.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,74.0,96.0,96.0,100.0,100.0,100.0,155.0,155.0,90.0,91.0,0.0,0.0,0.0,92.0,93.0,0.0,0.0,0.0,70.0,69.0,69.0
1986-1987,26.0,43.0,129.0,129.0,102.0,50.0,49.0,0.0,0.0,17.0,117.0,126.0,0.0,80.0,41.0,47.0,21.0,21.0,0.0,45.0,45.0,70.0,56.0,56.0,94.0,93.0,81.0,28.0,29.0,29.0,37.0,34.0,37.0,17.0,0.0,2.0,60.0,61.0,93.0,103.0,21.0,22.0,21.0,25.0,44.0,44.0,73.0,66.0,125.0,124.0,112.0,112.0,111.0,0.0,0.0,24.0,17.0,141.0,143.0,143.0,21.0,21.0,22.0,23.0,22.0,11.0,0.0,2.0
1987-1988,52.0,52.0,83.0,89.0,74.0,121.0,121.0,119.0,119.0,94.0,66.0,69.0,119.0,82.0,70.0,82.0,28.0,24.0,112.0,119.0,118.0,102.0,98.0,97.0,123.0,122.0,123.0,124.0,125.0,125.0,71.0,71.0,71.0,57.0,45.0,54.0,62.0,64.0,106.0,106.0,96.0,99.0,97.0,42.0,52.0,52.0,44.0,44.0,56.0,56.0,42.0,40.0,41.0,0.0,0.0,0.0,0.0,76.0,76.0,79.0,122.0,122.0,112.0,112.0,113.0,0.0,0.0,0.0
1988-1989,0.0,0.0,90.0,91.0,92.0,10.0,12.0,75.0,78.0,44.0,87.0,85.0,64.0,64.0,64.0,64.0,0.0,0.0,87.0,102.0,102.0,87.0,61.0,87.0,113.0,113.0,113.0,0.0,0.0,0.0,67.0,65.0,66.0,61.0,60.0,60.0,0.0,0.0,73.0,73.0,48.0,49.0,48.0,28.0,29.0,29.0,18.0,4.0,89.0,88.0,25.0,0.0,22.0,47.0,53.0,49.0,49.0,86.0,86.0,86.0,88.0,98.0,0.0,2.0,0.0,15.0,0.0,11.0
1989-1990,77.0,77.0,55.0,66.0,61.0,69.0,70.0,89.0,86.0,96.0,75.0,86.0,81.0,98.0,98.0,98.0,87.0,86.0,73.0,73.0,74.0,77.0,77.0,77.0,90.0,90.0,91.0,97.0,98.0,98.0,117.0,94.0,100.0,92.0,88.0,91.0,132.0,132.0,16.0,26.0,86.0,115.0,103.0,30.0,58.0,64.0,27.0,20.0,67.0,67.0,67.0,67.0,67.0,102.0,102.0,93.0,93.0,0.0,1.0,0.0,77.0,78.0,93.0,98.0,98.0,65.0,65.0,65.0
1990-1991,31.0,28.0,0.0,0.0,33.0,45.0,45.0,93.0,94.0,10.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,32.0,7.0,33.0,99.0,99.0,100.0,107.0,107.0,106.0,40.0,23.0,34.0,29.0,18.0,27.0,62.0,63.0,51.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,38.0,38.0,49.0,56.0,0.0,0.0,0.0,0.0,0.0,87.0,88.0,42.0,44.0,44.0,66.0,58.0,65.0
1991-1992,82.0,80.0,49.0,52.0,52.0,19.0,19.0,21.0,21.0,75.0,75.0,0.0,27.0,107.0,107.0,107.0,88.0,88.0,68.0,60.0,60.0,86.0,76.0,85.0,50.0,51.0,50.0,48.0,48.0,47.0,0.0,0.0,0.0,76.0,52.0,53.0,23.0,17.0,49.0,50.0,110.0,110.0,110.0,87.0,93.0,95.0,36.0,36.0,69.0,70.0,56.0,55.0,58.0,96.0,97.0,95.0,92.0,0.0,0.0,0.0,38.0,38.0,19.0,21.0,18.0,77.0,72.0,73.0
1992-1993,78.0,79.0,72.0,71.0,74.0,101.0,108.0,119.0,118.0,96.0,71.0,0.0,112.0,8.0,0.0,2.0,3.0,11.0,99.0,78.0,81.0,74.0,73.0,73.0,58.0,58.0,74.0,80.0,82.0,82.0,106.0,102.0,103.0,95.0,88.0,95.0,69.0,76.0,45.0,45.0,71.0,73.0,71.0,63.0,64.0,65.0,36.0,33.0,72.0,71.0,68.0,67.0,68.0,63.0,64.0,55.0,62.0,0.0,0.0,0.0,142.0,143.0,72.0,72.0,73.0,8.0,0.0,0.0
1993-1994,89.0,96.0,22.0,22.0,27.0,49.0,55.0,67.0,67.0,77.0,55.0,89.0,27.0,138.0,137.0,138.0,28.0,27.0,47.0,118.0,117.0,70.0,70.0,70.0,95.0,117.0,120.0,82.0,82.0,85.0,126.0,123.0,125.0,126.0,123.0,125.0,36.0,36.0,71.0,74.0,43.0,58.0,57.0,76.0,72.0,79.0,42.0,40.0,61.0,61.0,21.0,18.0,22.0,58.0,73.0,88.0,88.0,57.0,61.0,62.0,41.0,41.0,60.0,61.0,61.0,89.0,83.0,83.0
1994-1995,30.0,23.0,60.0,61.0,75.0,108.0,109.0,108.0,109.0,0.0,68.0,87.0,110.0,56.0,56.0,56.0,0.0,0.0,57.0,120.0,120.0,84.0,82.0,83.0,114.0,114.0,115.0,110.0,110.0,111.0,161.0,159.0,160.0,119.0,109.0,114.0,16.0,18.0,76.0,78.0,42.0,45.0,43.0,0.0,19.0,20.0,115.0,115.0,46.0,52.0,25.0,25.0,28.0,75.0,90.0,16.0,16.0,64.0,65.0,67.0,110.0,110.0,109.0,109.0,109.0,33.0,26.0,28.0
1995-1996,65.0,65.0,0.0,0.0,0.0,75.0,75.0,88.0,87.0,45.0,0.0,0.0,86.0,38.0,37.0,37.0,33.0,28.0,87.0,104.0,104.0,37.0,30.0,33.0,141.0,141.0,141.0,86.0,88.0,88.0,71.0,45.0,68.0,76.0,67.0,75.0,0.0,0.0,0.0,0.0,45.0,45.0,45.0,38.0,39.0,40.0,17.0,11.0,0.0,0.0,18.0,17.0,18.0,100.0,100.0,61.0,61.0,0.0,0.0,0.0,62.0,71.0,0.0,15.0,0.0,26.0,4.0,8.0
1996-1997,3.0,0.0,22.0,31.0,75.0,80.0,81.0,80.0,80.0,0.0,99.0,97.0,80.0,51.0,50.0,51.0,108.0,108.0,90.0,0.0,29.0,99.0,99.0,99.0,138.0,138.0,138.0,105.0,105.0,105.0,0.0,0.0,0.0,7.0,0.0,4.0,53.0,53.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,23.0,0.0,0.0,0.0,0.0,0.0,20.0,29.0,116.0,127.0,127.0,98.0,105.0,77.0,77.0,77.0,30.0,9.0,18.0
1997-1998,0.0,0.0,0.0,0.0,11.0,84.0,84.0,92.0,93.0,0.0,0.0,107.0,92.0,60.0,58.0,58.0,26.0,25.0,3.0,23.0,23.0,2.0,0.0,1.0,93.0,93.0,93.0,95.0,95.0,95.0,92.0,89.0,91.0,89.0,88.0,88.0,44.0,45.0,47.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,34.0,0.0,0.0,0.0,0.0,0.0,67.0,68.0,21.0,20.0,122.0,131.0,134.0,89.0,89.0,88.0,89.0,88.0,72.0,66.0,66.0
1998-1999,75.0,78.0,69.0,70.0,86.0,20.0,20.0,19.0,20.0,76.0,85.0,80.0,29.0,131.0,127.0,131.0,76.0,76.0,62.0,11.0,20.0,83.0,83.0,83.0,16.0,19.0,0.0,29.0,40.0,29.0,78.0,74.0,77.0,50.0,39.0,41.0,52.0,44.0,0.0,0.0,0.0,0.0,0.0,56.0,57.0,57.0,97.0,97.0,81.0,81.0,82.0,82.0,82.0,53.0,56.0,6.0,7.0,58.0,59.0,61.0,10.0,0.0,32.0,34.0,26.0,0.0,0.0,0.0
1999-2000,39.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,62.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,119.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,34.0,34.0,79.0,78.0,5.0,7.0,108.0,110.0,109.0,29.0,28.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,131.0,72.0,73.0,22.0,23.0,44.0,0.0,0.0,0.0,0.0,0.0,62.0,54.0,54.0
2000-2001,0.0,0.0,43.0,46.0,66.0,0.0,0.0,0.0,0.0,18.0,54.0,66.0,0.0,10.0,10.0,6.0,57.0,9.0,48.0,67.0,69.0,70.0,67.0,67.0,0.0,0.0,0.0,65.0,65.0,65.0,25.0,18.0,24.0,30.0,23.0,29.0,71.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,29.0,48.0,47.0,81.0,79.0,81.0,16.0,32.0,29.0,34.0,60.0,60.0,61.0,0.0,0.0,58.0,60.0,59.0,101.0,98.0,96.0
2001-2002,90.0,90.0,53.0,53.0,9.0,21.0,21.0,37.0,37.0,98.0,8.0,25.0,31.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,47.0,45.0,46.0,30.0,30.0,30.0,30.0,34.0,33.0,116.0,115.0,115.0,115.0,109.0,114.0,33.0,34.0,32.0,35.0,116.0,117.0,117.0,92.0,97.0,97.0,50.0,50.0,9.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,30.0,0.0,0.0,24.0,29.0,25.0,47.0,18.0,35.0
2002-2003,78.0,78.0,8.0,8.0,0.0,0.0,0.0,62.0,62.0,101.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,103.0,125.0,124.0,0.0,0.0,0.0,48.0,48.0,48.0,22.0,33.0,32.0,26.0,17.0,25.0,39.0,28.0,36.0,77.0,75.0,22.0,26.0,110.0,111.0,111.0,85.0,93.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,97.0,18.0,20.0,0.0,0.0,0.0,0.0,0.0,23.0,27.0,26.0,69.0,67.0,67.0
2003-2004,0.0,0.0,49.0,49.0,61.0,17.0,14.0,7.0,6.0,0.0,74.0,0.0,0.0,89.0,87.0,89.0,75.0,75.0,104.0,0.0,16.0,71.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,105.0,114.0,104.0,102.0,104.0,0.0,0.0,18.0,20.0,0.0,0.0,0.0,23.0,30.0,31.0,7.0,5.0,70.0,70.0,45.0,45.0,49.0,0.0,0.0,0.0,0.0,60.0,60.0,62.0,0.0,0.0,0.0,0.0,0.0,38.0,29.0,28.0
2004-2005,0.0,0.0,92.0,75.0,49.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,32.0,22.0,22.0,13.0,10.0,46.0,71.0,72.0,55.0,49.0,55.0,37.0,36.0,36.0,51.0,51.0,51.0,127.0,104.0,113.0,117.0,53.0,103.0,17.0,24.0,16.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,57.0,157.0,161.0,152.0,149.0,153.0,75.0,78.0,65.0,65.0,0.0,0.0,0.0,19.0,15.0,28.0,30.0,30.0,0.0,0.0,0.0
2005-2006,0.0,77.0,0.0,0.0,0.0,0.0,47.0,0.0,43.0,86.0,0.0,0.0,38.0,0.0,81.0,81.0,103.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,51.0,28.0,0.0,47.0,99.0,72.0,80.0,76.0,61.0,76.0,74.0,70.0,32.0,0.0,0.0,0.0,0.0,0.0,29.0,7.0,65.0,45.0,17.0,0.0,19.0,42.0,0.0,10.0,0.0,0.0,0.0,1.0,59.0,38.0,0.0,45.0,8.0,0.0,26.0,46.0,58.0,39.0
2006-2007,0.0,16.0,65.0,75.0,80.0,107.0,33.0,111.0,33.0,0.0,62.0,82.0,53.0,5.0,0.0,0.0,0.0,0.0,85.0,92.0,123.0,99.0,72.0,66.0,96.0,134.0,39.0,40.0,116.0,72.0,66.0,60.0,0.0,97.0,78.0,0.0,67.0,61.0,102.0,14.0,64.0,13.0,64.0,75.0,3.0,0.0,0.0,18.0,87.0,82.0,87.0,70.0,83.0,0.0,95.0,0.0,74.0,40.0,27.0,26.0,119.0,88.0,74.0,109.0,86.0,92.0,0.0,0.0
2007-2008,0.0,0.0,49.0,15.0,42.0,27.0,16.0,0.0,18.0,13.0,52.0,0.0,15.0,0.0,70.0,74.0,0.0,0.0,81.0,87.0,0.0,87.0,51.0,62.0,101.0,100.0,54.0,106.0,78.0,34.0,51.0,88.0,119.0,33.0,101.0,103.0,41.0,27.0,64.0,17.0,8.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,52.0,31.0,75.0,56.0,14.0,0.0,25.0,0.0,51.0,53.0,72.0,17.0,32.0,7.0,100.0,0.0,49.0,0.0,89.0,32.0
2008-2009,71.0,84.0,84.0,130.0,126.0,0.0,20.0,2.0,32.0,71.0,127.0,8.0,54.0,45.0,68.0,69.0,69.0,69.0,130.0,62.0,0.0,44.0,86.0,127.0,72.0,0.0,113.0,71.0,0.0,109.0,16.0,85.0,37.0,39.0,84.0,106.0,0.0,0.0,63.0,0.0,137.0,56.0,100.0,138.0,58.0,86.0,75.0,69.0,90.0,128.0,66.0,84.0,124.0,100.0,0.0,80.0,0.0,0.0,7.0,0.0,0.0,115.0,52.0,8.0,76.0,0.0,58.0,0.0
2009-2010,68.0,41.0,31.0,0.0,62.0,88.0,0.0,95.0,0.0,7.0,46.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,70.0,59.0,68.0,83.0,45.0,28.0,68.0,60.0,0.0,16.0,122.0,99.0,0.0,136.0,93.0,0.0,0.0,8.0,0.0,32.0,0.0,55.0,49.0,17.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,64.0,0.0,54.0,0.0,0.0,111.0,0.0,29.0,112.0,11.0,25.0,42.0,71.0
2010-2011,50.0,15.0,113.0,85.0,87.0,86.0,30.0,71.0,29.0,8.0,95.0,49.0,45.0,0.0,112.0,0.0,41.0,0.0,138.0,20.0,84.0,24.0,141.0,93.0,0.0,94.0,131.0,0.0,90.0,86.0,38.0,78.0,89.0,86.0,100.0,70.0,10.0,42.0,0.0,36.0,123.0,40.0,0.0,95.0,72.0,0.0,65.0,9.0,175.0,115.0,16.0,141.0,89.0,94.0,25.0,62.0,2.0,84.0,0.0,0.0,96.0,46.0,2.0,85.0,39.0,55.0,0.0,96.0
2011-2012,108.0,106.0,54.0,0.0,0.0,67.0,0.0,0.0,5.0,60.0,0.0,72.0,13.0,116.0,57.0,65.0,32.0,66.0,98.0,0.0,14.0,84.0,66.0,17.0,144.0,79.0,36.0,92.0,76.0,14.0,136.0,137.0,40.0,117.0,119.0,45.0,67.0,69.0,48.0,0.0,86.0,92.0,117.0,5.0,87.0,102.0,37.0,69.0,57.0,0.0,64.0,89.0,0.0,0.0,63.0,0.0,19.0,106.0,0.0,75.0,83.0,0.0,95.0,72.0,0.0,60.0,21.0,80.0
2012-2013,63.0,17.0,33.0,37.0,36.0,27.0,0.0,62.0,34.0,41.0,35.0,85.0,28.0,0.0,35.0,127.0,18.0,39.0,44.0,65.0,74.0,10.0,79.0,33.0,0.0,94.0,17.0,0.0,82.0,22.0,85.0,30.0,87.0,85.0,37.0,86.0,0.0,0.0,98.0,0.0,73.0,154.0,98.0,70.0,116.0,54.0,91.0,33.0,103.0,23.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,22.0,84.0,133.0,44.0,33.0,0.0,43.0,27.0,0.0,0.0,22.0
2013-2014,75.0,134.0,56.0,4.0,26.0,77.0,89.0,80.0,97.0,56.0,39.0,0.0,96.0,46.0,146.0,0.0,118.0,0.0,32.0,61.0,76.0,80.0,89.0,61.0,116.0,132.0,120.0,86.0,78.0,103.0,8.0,0.0,41.0,23.0,0.0,54.0,0.0,53.0,0.0,22.0,81.0,12.0,130.0,62.0,88.0,22.0,22.0,4.0,42.0,74.0,29.0,54.0,0.0,0.0,61.0,0.0,78.0,110.0,88.0,0.0,58.0,107.0,0.0,37.0,98.0,15.0,22.0,111.0
2014-2015,0.0,0.0,119.0,109.0,111.0,108.0,0.0,97.0,44.0,0.0,112.0,62.0,0.0,61.0,0.0,100.0,16.0,18.0,119.0,88.0,68.0,109.0,78.0,117.0,51.0,97.0,57.0,43.0,107.0,28.0,68.0,60.0,24.0,0.0,79.0,47.0,67.0,0.0,68.0,52.0,92.0,17.0,0.0,79.0,0.0,0.0,89.0,6.0,120.0,88.0,0.0,37.0,71.0,104.0,120.0,21.0,83.0,42.0,127.0,109.0,82.0,0.0,48.0,83.0,0.0,0.0,0.0,3.0
2015-2016,45.0,129.0,0.0,31.0,36.0,45.0,83.0,40.0,98.0,116.0,54.0,30.0,71.0,93.0,10.0,81.0,29.0,82.0,60.0,19.0,65.0,113.0,74.0,30.0,56.0,121.0,122.0,46.0,101.0,117.0,62.0,0.0,0.0,94.0,21.0,0.0,2.0,45.0,87.0,75.0,93.0,0.0,146.0,0.0,0.0,120.0,75.0,7.0,9.0,0.0,109.0,23.0,5.0,59.0,84.0,0.0,95.0,0.0,0.0,59.0,72.0,113.0,0.0,83.0,107.0,77.0,0.0,15.0
2016-2017,103.0,0.0,94.0,16.0,15.0,0.0,0.0,88.0,0.0,0.0,100.0,0.0,3.0,0.0,40.0,41.0,0.0,48.0,125.0,10.0,53.0,71.0,106.0,132.0,0.0,131.0,0.0,0.0,129.0,0.0,13.0,0.0,81.0,7.0,0.0,18.0,79.0,3.0,0.0,14.0,76.0,74.0,0.0,0.0,101.0,0.0,70.0,0.0,114.0,15.0,9.0,109.0,0.0,93.0,80.0,88.0,5.0,118.0,64.0,0.0,140.0,0.0,0.0,136.0,0.0,0.0,0.0,84.0
2017-2018,42.0,44.0,2.0,38.0,77.0,40.0,0.0,37.0,32.0,0.0,68.0,20.0,23.0,181.0,74.0,0.0,119.0,0.0,86.0,0.0,89.0,99.0,88.0,124.0,92.0,3.0,46.0,53.0,29.0,0.0,166.0,5.0,28.0,167.0,12.0,36.0,0.0,0.0,0.0,0.0,94.0,74.0,57.0,0.0,56.0,51.0,6.0,9.0,20.0,24.0,4.0,0.0,11.0,10.0,0.0,0.0,0.0,0.0,73.0,52.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0
2018-2019,74.0,93.0,59.0,0.0,0.0,60.0,95.0,67.0,82.0,99.0,0.0,65.0,63.0,36.0,89.0,75.0,44.0,72.0,0.0,66.0,18.0,105.0,80.0,0.0,0.0,63.0,128.0,0.0,103.0,103.0,45.0,43.0,130.0,42.0,13.0,116.0,0.0,81.0,114.0,0.0,67.0,31.0,63.0,76.0,52.0,81.0,71.0,77.0,67.0,0.0,94.0,8.0,0.0,25.0,0.0,35.0,0.0,0.0,0.0,134.0,98.0,107.0,0.0,40.0,104.0,67.0,64.0,34.0
2019-2020,98.0,103.0,57.0,0.0,0.0,48.0,76.0,1.0,77.0,94.0,0.0,49.0,76.0,21.0,87.0,79.0,104.0,71.0,3.0,93.0,0.0,101.0,110.0,3.0,50.0,0.0,105.0,55.0,0.0,131.0,113.0,93.0,0.0,121.0,70.0,0.0,126.0,0.0,0.0,102.0,10.0,42.0,134.0,37.0,0.0,113.0,0.0,81.0,135.0,0.0,79.0,84.0,0.0,79.0,0.0,13.0,8.0,0.0,62.0,22.0,34.0,128.0,2.0,0.0,79.0,10.0,0.0,75.0
2020-2021,115.0,0.0,98.0,84.0,116.0,91.0,58.0,91.0,61.0,0.0,117.0,0.0,68.0,48.0,0.0,8.0,0.0,30.0,161.0,26.0,111.0,10.0,87.0,125.0,0.0,71.0,70.0,0.0,71.0,68.0,0.0,48.0,77.0,0.0,49.0,75.0,51.0,39.0,0.0,0.0,102.0,124.0,0.0,84.0,98.0,0.0,42.0,0.0,106.0,118.0,19.0,62.0,86.0,134.0,70.0,70.0,70.0,55.0,0.0,36.0,55.0,66.0,6.0,97.0,66.0,1.0,0.0,42.0
2021-2022,97.0,23.0,34.0,66.0,59.0,113.0,53.0,87.0,66.0,7.0,61.0,0.0,65.0,0.0,125.0,52.0,88.0,0.0,69.0,0.0,11.0,113.0,14.0,81.0,50.0,87.0,86.0,0.0,93.0,105.0,31.0,0.0,98.0,28.0,0.0,96.0,0.0,0.0,0.0,40.0,12.0,79.0,98.0,0.0,81.0,23.0,85.0,9.0,0.0,68.0,46.0,20.0,80.0,47.0,39.0,63.0,39.0,22.0,0.0,0.0,96.0,13.0,0.0,95.0,85.0,0.0,0.0,39.0
