ID,NAME,LAT,LONG,ELEVATION
11522,47-3958333_8-0416667p,47.4,8.04,387.8
11523,47-3958333_8-0625000p,47.4,8.06,383.5
11524,47-3958333_8-0833333p,47.4,8.08,391.5
11525,47-3958333_8-1041667p,47.4,8.1,395
11526,47-3958333_8-1250000p,47.4,8.13,398.8
11527,47-3958333_8-1458333p,47.4,8.15,403.8
11528,47-3958333_8-1666667p,47.4,8.17,420.5
11529,47-3958333_8-1875000p,47.4,8.19,433
11530,47-3958333_8-2083333p,47.4,8.21,421
11531,47-3958333_8-2291667p,47.4,8.23,463.5
11532,47-3958333_8-2500000p,47.4,8.25,526
11533,47-3958333_8-2708333p,47.4,8.27,441
11534,47-3958333_8-2916667p,47.4,8.29,379
11535,47-3958333_8-3125000p,47.4,8.31,420.2
11536,47-3958333_8-3333333p,47.4,8.33,654
11537,47-3958333_8-3541667p,47.4,8.35,726.5
11538,47-3958333_8-3750000p,47.4,8.38,458
11539,47-3958333_8-3958333p,47.4,8.4,446
11540,47-3958333_8-4166667p,47.4,8.42,423.5
11541,47-3958333_8-4375000p,47.4,8.44,458
11542,47-3958333_8-4583333p,47.4,8.46,411.8
11543,47-3958333_8-4791667p,47.4,8.48,399.5
11544,47-3958333_8-5000000p,47.4,8.5,413
11545,47-3958333_8-5208333p,47.4,8.52,434.8
11546,47-3958333_8-5416667p,47.4,8.54,551.2
11547,47-3958333_8-5625000p,47.4,8.56,564.2
11548,47-3958333_8-5833333p,47.4,8.58,468.5
11549,47-3958333_8-6041667p,47.4,8.6,448
11550,47-3958333_8-6250000p,47.4,8.63,441.5
11551,47-3958333_8-6458333p,47.4,8.65,444.8
11552,47-3958333_8-6666667p,47.4,8.67,464.5
11553,47-3958333_8-6875000p,47.4,8.69,499
11554,47-3958333_8-7083333p,47.4,8.71,542
11555,47-3958333_8-7291667p,47.4,8.73,522.5
11556,47-3958333_8-7500000p,47.4,8.75,573.8
11557,47-3958333_8-7708333p,47.4,8.77,629.5
11558,47-3958333_8-7916667p,47.4,8.79,722.8
11559,47-3958333_8-8125000p,47.4,8.81,760.2
11560,47-3958333_8-8333333p,47.4,8.83,628.5
11561,47-3958333_8-8541667p,47.4,8.85,639.5
11562,47-3958333_8-8750000p,47.4,8.88,766.8
11563,47-3958333_8-8958333p,47.4,8.9,792.8
11564,47-3958333_8-9166667p,47.4,8.92,815.5
11565,47-3958333_8-9375000p,47.4,8.94,790
11566,47-3958333_8-9583333p,47.4,8.96,772
11567,47-3958333_8-9791667p,47.4,8.98,836.5
11568,47-3958333_9-0000000p,47.4,9,785.8
11569,47-3958333_9-0208333p,47.4,9.02,727.8
11570,47-3958333_9-0416667p,47.4,9.04,676
11571,47-3958333_9-0625000p,47.4,9.06,583.2
11572,47-3958333_9-0833333p,47.4,9.08,678.2
11573,47-3958333_9-1041667p,47.4,9.1,726
11574,47-3958333_9-1250000p,47.4,9.13,775.2
11575,47-3958333_9-1458333p,47.4,9.15,811.5
11576,47-3958333_9-1666667p,47.4,9.17,819.5
11577,47-3958333_9-1875000p,47.4,9.19,764
11578,47-3958333_9-2083333p,47.4,9.21,723.8
11579,47-3958333_9-2291667p,47.4,9.23,725.5
11580,47-3958333_9-2500000p,47.4,9.25,751.2
11581,47-3958333_9-2708333p,47.4,9.27,794.2
11582,47-3958333_9-2916667p,47.4,9.29,791.8
11583,47-3958333_9-3125000p,47.4,9.31,716.8
11584,47-3958333_9-3333333p,47.4,9.33,708.2
11585,47-3958333_9-3541667p,47.4,9.35,797.5
11586,47-3958333_9-3750000p,47.4,9.38,864.8
11587,47-3958333_9-3958333p,47.4,9.4,872.2
11588,47-3958333_9-4166667p,47.4,9.42,955.8
11589,47-3958333_9-4375000p,47.4,9.44,1017.8
11590,47-3958333_9-4583333p,47.4,9.46,1028
11591,47-3958333_9-4791667p,47.4,9.48,1085
11592,47-3958333_9-5000000p,47.4,9.5,835
11593,47-3958333_9-5208333p,47.4,9.52,686.5
11594,47-3958333_9-5416667p,47.4,9.54,544.2
11595,47-3958333_9-5625000p,47.4,9.56,418
11596,47-3958333_9-5833333p,47.4,9.58,399.8
11597,47-3958333_9-6041667p,47.4,9.6,399.5
11598,47-3958333_9-6250000p,47.4,9.63,400.2
11599,47-3958333_9-6458333p,47.4,9.65,399.2
11600,47-3958333_9-6666667p,47.4,9.67,398.5
11601,47-3958333_9-6875000p,47.4,9.69,398.8
11602,47-4166667_6-8750000p,47.42,6.88,445.8
11603,47-4166667_6-8958333p,47.42,6.9,495.8
11604,47-4166667_6-9166667p,47.42,6.92,559.2
11605,47-4166667_6-9375000p,47.42,6.94,571.5
11606,47-4166667_6-9583333p,47.42,6.96,560.2
11607,47-4166667_6-9791667p,47.42,6.98,556
11608,47-4166667_7-0000000p,47.42,7,520.5
11609,47-4166667_7-0208333p,47.42,7.02,495.5
11610,47-4166667_7-0416667p,47.42,7.04,447.2
11611,47-4166667_7-0625000p,47.42,7.06,454.2
11612,47-4166667_7-0833333p,47.42,7.08,479.5
11613,47-4166667_7-1041667p,47.42,7.1,488
11614,47-4166667_7-1250000p,47.42,7.13,495.8
11615,47-4166667_7-1458333p,47.42,7.15,508.8
11616,47-4166667_7-1666667p,47.42,7.17,557.5
11617,47-4166667_7-1875000p,47.42,7.19,594.5
11618,47-4166667_7-2083333p,47.42,7.21,745.8
11619,47-4166667_7-2291667p,47.42,7.23,704
11620,47-4166667_7-2500000p,47.42,7.25,754.5
11621,47-4166667_7-2708333p,47.42,7.27,790
11622,47-4166667_7-2916667p,47.42,7.29,761.2
11623,47-4166667_7-3125000p,47.42,7.31,717.8
11624,47-4166667_7-3333333p,47.42,7.33,705.5
11625,47-4166667_7-3541667p,47.42,7.35,685.5
11626,47-4166667_7-3750000p,47.42,7.38,646.5
11627,47-4166667_7-3958333p,47.42,7.4,618.8
11628,47-4166667_7-4166667p,47.42,7.42,575.2
11629,47-4166667_7-4375000p,47.42,7.44,490.8
11630,47-4166667_7-4583333p,47.42,7.46,511.8
11631,47-4166667_7-4791667p,47.42,7.48,411.5
11632,47-4166667_7-5000000p,47.42,7.5,396.2
11633,47-4166667_7-5208333p,47.42,7.52,403
11634,47-4166667_7-5416667p,47.42,7.54,436.8
11635,47-4166667_7-5625000p,47.42,7.56,543.2
11636,47-4166667_7-5833333p,47.42,7.58,641
11637,47-4166667_7-6041667p,47.42,7.6,676
11638,47-4166667_7-6250000p,47.42,7.63,727.8
11639,47-4166667_7-6458333p,47.42,7.65,654.8
11640,47-4166667_7-6666667p,47.42,7.67,621.5
11641,47-4166667_7-6875000p,47.42,7.69,597.5
11642,47-4166667_7-7083333p,47.42,7.71,643.8
11643,47-4166667_7-7291667p,47.42,7.73,636
11644,47-4166667_7-7500000p,47.42,7.75,554.5
11645,47-4166667_7-7708333p,47.42,7.77,524.5
11646,47-4166667_7-7916667p,47.42,7.79,521.2
11647,47-4166667_7-8125000p,47.42,7.81,617.5
11648,47-4166667_7-8333333p,47.42,7.83,556.5
11649,47-4166667_7-8541667p,47.42,7.85,667.5
11650,47-4166667_7-8750000p,47.42,7.88,704.2
11651,47-4166667_7-8958333p,47.42,7.9,665.2
11652,47-4166667_7-9166667p,47.42,7.92,751.2
11653,47-4166667_7-9375000p,47.42,7.94,682.2
11654,47-4166667_7-9583333p,47.42,7.96,669.2
11655,47-4166667_7-9791667p,47.42,7.98,558.5
11656,47-4166667_8-0000000p,47.42,8,467.8
11657,47-4166667_8-0208333p,47.42,8.02,465
11658,47-4166667_8-0416667p,47.42,8.04,399.2
11659,47-4166667_8-0625000p,47.42,8.06,370.5
11660,47-4166667_8-0833333p,47.42,8.08,366.8
11661,47-4166667_8-1041667p,47.42,8.1,365.5
11662,47-4166667_8-1250000p,47.42,8.13,364.8
11663,47-4166667_8-1458333p,47.42,8.15,372.5
11664,47-4166667_8-1666667p,47.42,8.17,390.2
11665,47-4166667_8-1875000p,47.42,8.19,414.5
11666,47-4166667_8-2083333p,47.42,8.21,439.5
11667,47-4166667_8-2291667p,47.42,8.23,467
11668,47-4166667_8-2500000p,47.42,8.25,408
11669,47-4166667_8-2708333p,47.42,8.27,371.8
11670,47-4166667_8-2916667p,47.42,8.29,397
11671,47-4166667_8-3125000p,47.42,8.31,496.2
11672,47-4166667_8-3333333p,47.42,8.33,663.8
11673,47-4166667_8-3541667p,47.42,8.35,604.5
11674,47-4166667_8-3750000p,47.42,8.38,396.8
11675,47-4166667_8-3958333p,47.42,8.4,386.5
11676,47-4166667_8-4166667p,47.42,8.42,408.5
11677,47-4166667_8-4375000p,47.42,8.44,405.8
11678,47-4166667_8-4583333p,47.42,8.46,435.8
11679,47-4166667_8-4791667p,47.42,8.48,466.5
11680,47-4166667_8-5000000p,47.42,8.5,513
11681,47-4166667_8-5208333p,47.42,8.52,462.5
11682,47-4166667_8-5416667p,47.42,8.54,446.2
11683,47-4166667_8-5625000p,47.42,8.56,429.8
11684,47-4166667_8-5833333p,47.42,8.58,434.5
11685,47-4166667_8-6041667p,47.42,8.6,435.5
11686,47-4166667_8-6250000p,47.42,8.63,441
11687,47-4166667_8-6458333p,47.42,8.65,483.2
11688,47-4166667_8-6666667p,47.42,8.67,501.2
11689,47-4166667_8-6875000p,47.42,8.69,526.2
11690,47-4166667_8-7083333p,47.42,8.71,529.5
11691,47-4166667_8-7291667p,47.42,8.73,541.5
11692,47-4166667_8-7500000p,47.42,8.75,647.5
11693,47-4166667_8-7708333p,47.42,8.77,662
11694,47-4166667_8-7916667p,47.42,8.79,648.2
11695,47-4166667_8-8125000p,47.42,8.81,699.8
11696,47-4166667_8-8333333p,47.42,8.83,621.5
11697,47-4166667_8-8541667p,47.42,8.85,597
11698,47-4166667_8-8750000p,47.42,8.88,690.5
11699,47-4166667_8-8958333p,47.42,8.9,754.2
11700,47-4166667_8-9166667p,47.42,8.92,773.5
11701,47-4166667_8-9375000p,47.42,8.94,759.5
11702,47-4166667_8-9583333p,47.42,8.96,694
11703,47-4166667_8-9791667p,47.42,8.98,770
11704,47-4166667_9-0000000p,47.42,9,773.5
11705,47-4166667_9-0208333p,47.42,9.02,742.5
11706,47-4166667_9-0416667p,47.42,9.04,687.2
11707,47-4166667_9-0625000p,47.42,9.06,583
11708,47-4166667_9-0833333p,47.42,9.08,689.2
11709,47-4166667_9-1041667p,47.42,9.1,719
11710,47-4166667_9-1250000p,47.42,9.13,712.2
11711,47-4166667_9-1458333p,47.42,9.15,686
11712,47-4166667_9-1666667p,47.42,9.17,666.8
11713,47-4166667_9-1875000p,47.42,9.19,639
11714,47-4166667_9-2083333p,47.42,9.21,635
11715,47-4166667_9-2291667p,47.42,9.23,654
11716,47-4166667_9-2500000p,47.42,9.25,688.5
11717,47-4166667_9-2708333p,47.42,9.27,671.8
11718,47-4166667_9-2916667p,47.42,9.29,655.2
11719,47-4166667_9-3125000p,47.42,9.31,630
11720,47-4166667_9-3333333p,47.42,9.33,717
11721,47-4166667_9-3541667p,47.42,9.35,779.5
11722,47-4166667_9-3750000p,47.42,9.38,867.2
11723,47-4166667_9-3958333p,47.42,9.4,913.8
11724,47-4166667_9-4166667p,47.42,9.42,947
11725,47-4166667_9-4375000p,47.42,9.44,911.8
11726,47-4166667_9-4583333p,47.42,9.46,862.2
11727,47-4166667_9-4791667p,47.42,9.48,879.5
11728,47-4166667_9-5000000p,47.42,9.5,1019.5
11729,47-4166667_9-5208333p,47.42,9.52,992.8
11730,47-4166667_9-5416667p,47.42,9.54,913.2
11731,47-4166667_9-5625000p,47.42,9.56,710.5
11732,47-4166667_9-5833333p,47.42,9.58,512.2
11733,47-4166667_9-6041667p,47.42,9.6,446
11734,47-4166667_9-6250000p,47.42,9.63,396.8
11735,47-4166667_9-6458333p,47.42,9.65,397.5
11736,47-4166667_9-6666667p,47.42,9.67,398.2
11737,47-4166667_9-6875000p,47.42,9.69,407.2
11738,47-4375000_6-8750000p,47.44,6.88,460
11739,47-4375000_6-8958333p,47.44,6.9,562.8
11740,47-4375000_6-9166667p,47.44,6.92,590.5
11741,47-4375000_6-9375000p,47.44,6.94,589.2
11742,47-4375000_6-9583333p,47.44,6.96,589
11743,47-4375000_6-9791667p,47.44,6.98,560.5
11744,47-4375000_7-0000000p,47.44,7,599.5
11745,47-4375000_7-0208333p,47.44,7.02,560.5
11746,47-4375000_7-0416667p,47.44,7.04,487.8
11747,47-4375000_7-0625000p,47.44,7.06,464.8
11748,47-4375000_7-0833333p,47.44,7.08,490.5
11749,47-4375000_7-1041667p,47.44,7.1,496
11750,47-4375000_7-1250000p,47.44,7.13,474.2
11751,47-4375000_7-1458333p,47.44,7.15,483
11752,47-4375000_7-1666667p,47.44,7.17,508.5
11753,47-4375000_7-1875000p,47.44,7.19,569.2
11754,47-4375000_7-2083333p,47.44,7.21,669.5
11755,47-4375000_7-2291667p,47.44,7.23,697
11756,47-4375000_7-2500000p,47.44,7.25,656.8
11757,47-4375000_7-2708333p,47.44,7.27,646
11758,47-4375000_7-2916667p,47.44,7.29,604.2
11759,47-4375000_7-3125000p,47.44,7.31,558.5
11760,47-4375000_7-3333333p,47.44,7.33,556.2
11761,47-4375000_7-3541667p,47.44,7.35,561
11762,47-4375000_7-3750000p,47.44,7.38,573.5
11763,47-4375000_7-3958333p,47.44,7.4,602.2
11764,47-4375000_7-4166667p,47.44,7.42,596
11765,47-4375000_7-4375000p,47.44,7.44,536.2
11766,47-4375000_7-4583333p,47.44,7.46,496.2
11767,47-4375000_7-4791667p,47.44,7.48,487
11768,47-4375000_7-5000000p,47.44,7.5,388.8
11769,47-4375000_7-5208333p,47.44,7.52,374.2
11770,47-4375000_7-5416667p,47.44,7.54,403.5
11771,47-4375000_7-5625000p,47.44,7.56,431.2
11772,47-4375000_7-5833333p,47.44,7.58,550.5
11773,47-4375000_7-6041667p,47.44,7.6,549.5
11774,47-4375000_7-6250000p,47.44,7.63,593.5
11775,47-4375000_7-6458333p,47.44,7.65,596.2
11776,47-4375000_7-6666667p,47.44,7.67,571.8
11777,47-4375000_7-6875000p,47.44,7.69,481.5
11778,47-4375000_7-7083333p,47.44,7.71,447.2
11779,47-4375000_7-7291667p,47.44,7.73,480.5
11780,47-4375000_7-7500000p,47.44,7.75,469
11781,47-4375000_7-7708333p,47.44,7.77,540
11782,47-4375000_7-7916667p,47.44,7.79,513.8
11783,47-4375000_7-8125000p,47.44,7.81,571
11784,47-4375000_7-8333333p,47.44,7.83,510.5
11785,47-4375000_7-8541667p,47.44,7.85,545
11786,47-4375000_7-8750000p,47.44,7.88,576.5
11787,47-4375000_7-8958333p,47.44,7.9,566.5
11788,47-4375000_7-9166667p,47.44,7.92,619.2
11789,47-4375000_7-9375000p,47.44,7.94,726.2
11790,47-4375000_7-9583333p,47.44,7.96,726.2
11791,47-4375000_7-9791667p,47.44,7.98,776.5
11792,47-4375000_8-0000000p,47.44,8,709.8
11793,47-4375000_8-0208333p,47.44,8.02,627.8
11794,47-4375000_8-0416667p,47.44,8.04,652.2
11795,47-4375000_8-0625000p,47.44,8.06,665
11796,47-4375000_8-0833333p,47.44,8.08,524.5
11797,47-4375000_8-1041667p,47.44,8.1,568
11798,47-4375000_8-1250000p,47.44,8.13,443
11799,47-4375000_8-1458333p,47.44,8.15,359.5
11800,47-4375000_8-1666667p,47.44,8.17,457.2
11801,47-4375000_8-1875000p,47.44,8.19,442.8
11802,47-4375000_8-2083333p,47.44,8.21,402
11803,47-4375000_8-2291667p,47.44,8.23,404
11804,47-4375000_8-2500000p,47.44,8.25,394.5
11805,47-4375000_8-2708333p,47.44,8.27,415.5
11806,47-4375000_8-2916667p,47.44,8.29,494.5
11807,47-4375000_8-3125000p,47.44,8.31,610.2
11808,47-4375000_8-3333333p,47.44,8.33,426.8
11809,47-4375000_8-3541667p,47.44,8.35,398.5
11810,47-4375000_8-3750000p,47.44,8.38,459
11811,47-4375000_8-3958333p,47.44,8.4,515.5
11812,47-4375000_8-4166667p,47.44,8.42,524.8
11813,47-4375000_8-4375000p,47.44,8.44,474.2
11814,47-4375000_8-4583333p,47.44,8.46,456.5
11815,47-4375000_8-4791667p,47.44,8.48,451.5
11816,47-4375000_8-5000000p,47.44,8.5,457.2
11817,47-4375000_8-5208333p,47.44,8.52,453.8
11818,47-4375000_8-5416667p,47.44,8.54,433.5
11819,47-4375000_8-5625000p,47.44,8.56,438.2
11820,47-4375000_8-5833333p,47.44,8.58,474.5
11821,47-4375000_8-6041667p,47.44,8.6,470
11822,47-4375000_8-6250000p,47.44,8.63,465
11823,47-4375000_8-6458333p,47.44,8.65,500.8
11824,47-4375000_8-6666667p,47.44,8.67,516
11825,47-4375000_8-6875000p,47.44,8.69,513.5
11826,47-4375000_8-7083333p,47.44,8.71,605.8
11827,47-4375000_8-7291667p,47.44,8.73,648.5
11828,47-4375000_8-7500000p,47.44,8.75,597.5
11829,47-4375000_8-7708333p,47.44,8.77,655.2
11830,47-4375000_8-7916667p,47.44,8.79,597.2
11831,47-4375000_8-8125000p,47.44,8.81,610
11832,47-4375000_8-8333333p,47.44,8.83,577.5
11833,47-4375000_8-8541667p,47.44,8.85,629.5
11834,47-4375000_8-8750000p,47.44,8.88,680
11835,47-4375000_8-8958333p,47.44,8.9,759.8
11836,47-4375000_8-9166667p,47.44,8.92,715.2
11837,47-4375000_8-9375000p,47.44,8.94,621.2
11838,47-4375000_8-9583333p,47.44,8.96,592.8
11839,47-4375000_8-9791667p,47.44,8.98,629
11840,47-4375000_9-0000000p,47.44,9,690
11841,47-4375000_9-0208333p,47.44,9.02,648.8
11842,47-4375000_9-0416667p,47.44,9.04,602.2
11843,47-4375000_9-0625000p,47.44,9.06,563.5
11844,47-4375000_9-0833333p,47.44,9.08,591.8
11845,47-4375000_9-1041667p,47.44,9.1,619.5
11846,47-4375000_9-1250000p,47.44,9.13,563
11847,47-4375000_9-1458333p,47.44,9.15,565.5
11848,47-4375000_9-1666667p,47.44,9.17,590
11849,47-4375000_9-1875000p,47.44,9.19,615.2
11850,47-4375000_9-2083333p,47.44,9.21,607.5
11851,47-4375000_9-2291667p,47.44,9.23,604.5
11852,47-4375000_9-2500000p,47.44,9.25,692.5
11853,47-4375000_9-2708333p,47.44,9.27,751.5
11854,47-4375000_9-2916667p,47.44,9.29,802.5
11855,47-4375000_9-3125000p,47.44,9.31,758.8
11856,47-4375000_9-3333333p,47.44,9.33,641.8
11857,47-4375000_9-3541667p,47.44,9.35,624.5
11858,47-4375000_9-3750000p,47.44,9.38,669.5
11859,47-4375000_9-3958333p,47.44,9.4,711.2
11860,47-4375000_9-4166667p,47.44,9.42,692.5
11861,47-4375000_9-4375000p,47.44,9.44,730.2
11862,47-4375000_9-4583333p,47.44,9.46,871.8
11863,47-4375000_9-4791667p,47.44,9.48,961.5
11864,47-4375000_9-5000000p,47.44,9.5,960.8
11865,47-4375000_9-5208333p,47.44,9.52,881.5
11866,47-4375000_9-5416667p,47.44,9.54,891.8
11867,47-4375000_9-5625000p,47.44,9.56,841
11868,47-4375000_9-5833333p,47.44,9.58,721.5
11869,47-4375000_9-6041667p,47.44,9.6,562
11870,47-4375000_9-6250000p,47.44,9.63,402.5
11871,47-4375000_9-6458333p,47.44,9.65,397.8
11872,47-4375000_9-6666667p,47.44,9.67,397.2
11873,47-4375000_9-6875000p,47.44,9.69,401.8
11874,47-4583333_6-8958333p,47.46,6.9,538.8
11875,47-4583333_6-9166667p,47.46,6.92,582.8
11876,47-4583333_6-9375000p,47.46,6.94,591.5
11877,47-4583333_6-9583333p,47.46,6.96,600
11878,47-4583333_6-9791667p,47.46,6.98,577.5
11879,47-4583333_7-0000000p,47.46,7,570.5
11880,47-4583333_7-0208333p,47.46,7.02,526.5
11881,47-4583333_7-0416667p,47.46,7.04,458.8
11882,47-4583333_7-0625000p,47.46,7.06,522.5
11883,47-4583333_7-0833333p,47.46,7.08,456
11884,47-4583333_7-1041667p,47.46,7.1,496
11885,47-4583333_7-1250000p,47.46,7.13,487.5
11886,47-4583333_7-1458333p,47.46,7.15,473
11887,47-4583333_7-1666667p,47.46,7.17,482.8
11888,47-4583333_7-1875000p,47.46,7.19,480
11889,47-4583333_7-2083333p,47.46,7.21,538
11890,47-4583333_7-2291667p,47.46,7.23,639.5
11891,47-4583333_7-2500000p,47.46,7.25,698.8
11892,47-4583333_7-2708333p,47.46,7.27,704.5
11893,47-4583333_7-2916667p,47.46,7.29,692
11894,47-4583333_7-3125000p,47.46,7.31,666.8
11895,47-4583333_7-3333333p,47.46,7.33,612
11896,47-4583333_7-3541667p,47.46,7.35,569
11897,47-4583333_7-3750000p,47.46,7.38,560.2
11898,47-4583333_7-3958333p,47.46,7.4,577.8
11899,47-4583333_7-4166667p,47.46,7.42,666.5
11900,47-4583333_7-4375000p,47.46,7.44,692.5
11901,47-4583333_7-4583333p,47.46,7.46,684.2
11902,47-4583333_7-4791667p,47.46,7.48,612.5
11903,47-4583333_7-5000000p,47.46,7.5,546.2
11904,47-4583333_7-5208333p,47.46,7.52,471.2
11905,47-4583333_7-5416667p,47.46,7.54,454.8
11906,47-4583333_7-5625000p,47.46,7.56,536
11907,47-4583333_7-5833333p,47.46,7.58,370
11908,47-4583333_7-6041667p,47.46,7.6,440.5
11909,47-4583333_7-6250000p,47.46,7.63,645.5
11910,47-4583333_7-6458333p,47.46,7.65,627.2
11911,47-4583333_7-6666667p,47.46,7.67,480
11912,47-4583333_7-6875000p,47.46,7.69,456.5
11913,47-4583333_7-7083333p,47.46,7.71,444.2
11914,47-4583333_7-7291667p,47.46,7.73,375
11915,47-4583333_7-7500000p,47.46,7.75,481
11916,47-4583333_7-7708333p,47.46,7.77,556
11917,47-4583333_7-7916667p,47.46,7.79,486.5
11918,47-4583333_7-8125000p,47.46,7.81,523.8
11919,47-4583333_7-8333333p,47.46,7.83,533.8
11920,47-4583333_7-8541667p,47.46,7.85,532.5
11921,47-4583333_7-8750000p,47.46,7.88,550.8
11922,47-4583333_7-8958333p,47.46,7.9,602
11923,47-4583333_7-9166667p,47.46,7.92,584.8
11924,47-4583333_7-9375000p,47.46,7.94,613.8
11925,47-4583333_7-9583333p,47.46,7.96,643.8
11926,47-4583333_7-9791667p,47.46,7.98,665.5
11927,47-4583333_8-0000000p,47.46,8,583.8
11928,47-4583333_8-0208333p,47.46,8.02,706
11929,47-4583333_8-0416667p,47.46,8.04,594.2
11930,47-4583333_8-0625000p,47.46,8.06,662.8
11931,47-4583333_8-0833333p,47.46,8.08,604.5
11932,47-4583333_8-1041667p,47.46,8.1,596.5
11933,47-4583333_8-1250000p,47.46,8.13,388.5
11934,47-4583333_8-1458333p,47.46,8.15,348.2
11935,47-4583333_8-1666667p,47.46,8.17,398.5
11936,47-4583333_8-1875000p,47.46,8.19,398
11937,47-4583333_8-2083333p,47.46,8.21,394.2
11938,47-4583333_8-2291667p,47.46,8.23,395
11939,47-4583333_8-2500000p,47.46,8.25,398
11940,47-4583333_8-2708333p,47.46,8.27,417.8
11941,47-4583333_8-2916667p,47.46,8.29,461.8
11942,47-4583333_8-3125000p,47.46,8.31,422
11943,47-4583333_8-3333333p,47.46,8.33,425.8
11944,47-4583333_8-3541667p,47.46,8.35,469.5
11945,47-4583333_8-3750000p,47.46,8.38,444.2
11946,47-4583333_8-3958333p,47.46,8.4,430.8
11947,47-4583333_8-4166667p,47.46,8.42,424.5
11948,47-4583333_8-4375000p,47.46,8.44,431.2
11949,47-4583333_8-4583333p,47.46,8.46,458.5
11950,47-4583333_8-4791667p,47.46,8.48,480
11951,47-4583333_8-5000000p,47.46,8.5,474.5
11952,47-4583333_8-5208333p,47.46,8.52,436.8
11953,47-4583333_8-5416667p,47.46,8.54,423.2
11954,47-4583333_8-5625000p,47.46,8.56,439.5
11955,47-4583333_8-5833333p,47.46,8.58,460.5
11956,47-4583333_8-6041667p,47.46,8.6,459
11957,47-4583333_8-6250000p,47.46,8.63,506.5
11958,47-4583333_8-6458333p,47.46,8.65,536.5
11959,47-4583333_8-6666667p,47.46,8.67,554
11960,47-4583333_8-6875000p,47.46,8.69,515.8
11961,47-4583333_8-7083333p,47.46,8.71,603
11962,47-4583333_8-7291667p,47.46,8.73,627
11963,47-4583333_8-7500000p,47.46,8.75,560
11964,47-4583333_8-7708333p,47.46,8.77,532.2
11965,47-4583333_8-7916667p,47.46,8.79,556.8
11966,47-4583333_8-8125000p,47.46,8.81,608.2
11967,47-4583333_8-8333333p,47.46,8.83,663
11968,47-4583333_8-8541667p,47.46,8.85,701
11969,47-4583333_8-8750000p,47.46,8.88,645.2
11970,47-4583333_8-8958333p,47.46,8.9,692.2
11971,47-4583333_8-9166667p,47.46,8.92,599
11972,47-4583333_8-9375000p,47.46,8.94,629.2
11973,47-4583333_8-9583333p,47.46,8.96,567
11974,47-4583333_8-9791667p,47.46,8.98,575.5
11975,47-4583333_9-0000000p,47.46,9,599.2
11976,47-4583333_9-0208333p,47.46,9.02,582.2
11977,47-4583333_9-0416667p,47.46,9.04,543
11978,47-4583333_9-0625000p,47.46,9.06,531.8
11979,47-4583333_9-0833333p,47.46,9.08,547.8
11980,47-4583333_9-1041667p,47.46,9.1,534
11981,47-4583333_9-1250000p,47.46,9.13,501
11982,47-4583333_9-1458333p,47.46,9.15,503
11983,47-4583333_9-1666667p,47.46,9.17,541.5
11984,47-4583333_9-1875000p,47.46,9.19,591
11985,47-4583333_9-2083333p,47.46,9.21,595
11986,47-4583333_9-2291667p,47.46,9.23,610.5
11987,47-4583333_9-2500000p,47.46,9.25,655.8
11988,47-4583333_9-2708333p,47.46,9.27,758.8
11989,47-4583333_9-2916667p,47.46,9.29,818.2
11990,47-4583333_9-3125000p,47.46,9.31,813.5
11991,47-4583333_9-3333333p,47.46,9.33,654.8
11992,47-4583333_9-3541667p,47.46,9.35,564
11993,47-4583333_9-3750000p,47.46,9.38,698.5
11994,47-4583333_9-3958333p,47.46,9.4,649.5
11995,47-4583333_9-4166667p,47.46,9.42,609.2
11996,47-4583333_9-4375000p,47.46,9.44,695.5
11997,47-4583333_9-4583333p,47.46,9.46,787.5
11998,47-4583333_9-4791667p,47.46,9.48,834.5
11999,47-4583333_9-5000000p,47.46,9.5,837.5
12000,47-4583333_9-5208333p,47.46,9.52,756.8
12001,47-4583333_9-5416667p,47.46,9.54,757.5
12002,47-4583333_9-5625000p,47.46,9.56,766.5
12003,47-4583333_9-5833333p,47.46,9.58,685.5
12004,47-4583333_9-6041667p,47.46,9.6,574.5
12005,47-4583333_9-6250000p,47.46,9.63,418.8
12006,47-4583333_9-6458333p,47.46,9.65,398.8
12007,47-4583333_9-6666667p,47.46,9.67,399
12008,47-4583333_9-6875000p,47.46,9.69,402.5
12009,47-4791667_6-9375000p,47.48,6.94,510
12010,47-4791667_6-9583333p,47.48,6.96,479.2
12011,47-4791667_6-9791667p,47.48,6.98,485.5
12012,47-4791667_7-0000000p,47.48,7,488
12013,47-4791667_7-0208333p,47.48,7.02,429
12014,47-4791667_7-0416667p,47.48,7.04,443.5
12015,47-4791667_7-0625000p,47.48,7.06,457
12016,47-4791667_7-0833333p,47.48,7.08,437.2
12017,47-4791667_7-1041667p,47.48,7.1,432
12018,47-4791667_7-1250000p,47.48,7.13,454.8
12019,47-4791667_7-1458333p,47.48,7.15,443.5
12020,47-4791667_7-1666667p,47.48,7.17,463.5
12021,47-4791667_7-1875000p,47.48,7.19,453
12022,47-4791667_7-2083333p,47.48,7.21,492.8
12023,47-4791667_7-2291667p,47.48,7.23,549
12024,47-4791667_7-2500000p,47.48,7.25,538.5
12025,47-4791667_7-2708333p,47.48,7.27,556.2
12026,47-4791667_7-2916667p,47.48,7.29,530
12027,47-4791667_7-3125000p,47.48,7.31,518.5
12028,47-4791667_7-3333333p,47.48,7.33,485.8
12029,47-4791667_7-3541667p,47.48,7.35,466.5
12030,47-4791667_7-3750000p,47.48,7.38,417.8
